user_name,date,text,hashtags
Val,2022-10-12 13:14:39+00:00,My queen #TeamPreciousPaulaNicole #DragRacePHfinale https://t.co/Hq7jjR6TH8,"['TeamPreciousPaulaNicole', 'DragRacePHfinale']"
Patch Dulay,2022-10-12 13:14:23+00:00,Yasss Queen! Condragulations #TeamPreciousPaulaNicole 👑 https://t.co/tMbMqVRSMl,['TeamPreciousPaulaNicole']
MiSsConstrued,2022-10-12 13:14:09+00:00,#TeamPreciousPaulaNicole Congratulations @PreciousPaulaN ❤️ https://t.co/s0JNG9xW8h,['TeamPreciousPaulaNicole']
nicole de guzman,2022-10-12 13:13:26+00:00,Well ❤️ #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
Angeline Uy,2022-10-12 13:13:19+00:00,Omggg just finished watching  #DragRacePHfinale DASURV!           👑❤️❤️❤️#TeamMarina #TeamPreciousPaulaNicole,"['DragRacePHfinale', 'TeamMarina', 'TeamPreciousPaulaNicole']"
billie.ೃ࿐ ronance au📌,2022-10-12 13:12:09+00:00,"does it ever                  just how fast
drive you                      the night
crazy                             changes

#DragRacePH #DragRacePHfinale #DragRacePhilippines #TeamMarinaSummers #TeamPreciousPaulaNicole #TeamEvaLeQueen https://t.co/waOgCTUzgx",
My-Yuh ♡︎,2022-10-12 13:12:07+00:00,Effective ang ritual!! 🤍 CONGRATS TO OUR ONE AND ONLY @PreciousPaulaN !!! 😍😍 GRABE ANG SUPPORTIVE FANS! TRULLY DASURVV NI BOSS RODOLFO TOH #DragRacePH #DragRacePhilippines #PreciousPaulaNicole #Precious #TeamPreciousPaulaNicole https://t.co/x5AQnDGS9E,
duckie saw svt ⩜⃝,2022-10-12 13:11:37+00:00,"#TeamPreciousPaulaNicole or #TeamMarina let's go!!!

it's over too fast 😭 #DragRacePH #DragRacePHfinale","['TeamPreciousPaulaNicole', 'TeamMarina', 'DragRacePH', 'DragRacePHfinale']"
joshua maximo,2022-10-12 13:10:47+00:00,DAZERV WAH LET'S GOOO @PreciousPaulaN 😭🫶 #TeamPreciousPaulaNicole https://t.co/URvkTNUWIt,['TeamPreciousPaulaNicole']
Sabon 🐘,2022-10-12 13:10:30+00:00,Playing Kill the lights as a celebratory song. #TeamPreciousPaulaNicole #DragRacePHfinale,"['TeamPreciousPaulaNicole', 'DragRacePHfinale']"
Lester Pascual 🌹🚀,2022-10-12 13:09:10+00:00,#TeamPreciousPaulaNicole 🇵🇭👑✨ ALL.THE.WAY CONDRAGULATIONS!!! MY HEART IS FULL 😭🥰 @PreciousPaulaN #DragRacePH #DragRacePHfinale #DragRacePhilippines https://t.co/Dfs0nS6E33,"['TeamPreciousPaulaNicole', 'DragRacePH']"
𝔸ℝ𝔼𝕄,2022-10-12 13:08:52+00:00,@PreciousPaulaN gave it ALL!!!! #DragRacePHfinale #TeamPreciousPaulaNicole https://t.co/CyAk1cjkov,"['DragRacePHfinale', 'TeamPreciousPaulaNicole']"
Manuel Tadlas,2022-10-12 13:08:13+00:00,"Sirena

Top 2 Lipsync
Marina Summers vs Precious Paula Nicole
#DragRacePHfinale #DragRacePH 
#TeamPrecious #TeamPreciousPaulaNicole https://t.co/rJxP6v8p0e","['DragRacePHfinale', 'DragRacePH', 'TeamPrecious']"
erica with a c 🪬,2022-10-12 13:07:36+00:00,Precious queen with a precious heart 🥹🫶 @PreciousPaulaN #TeamPrecious #TeamPreciousPaulaNicole #DragRacePH #DragRacePHfinale https://t.co/s5BE9VvwI7,"['TeamPrecious', 'TeamPreciousPaulaNicole', 'DragRacePH']"
Ace Kelvin,2022-10-12 13:07:31+00:00,Very wrong ang pinagshowdown si Eva and Precious!!! Precious just devoured Eva in that lip sync performance 1! Grabe!!! #TeamPreciousPaulaNicole #DragRacePH #DragRacePHfinale,
bobby,2022-10-12 13:07:29+00:00,“Life is precious and so are we.” YAAAS #TeamPreciousPaulaNicole #DragRacePH,"['TeamPreciousPaulaNicole', 'DragRacePH']"
Hannuhhh #TeamPrecious,2022-10-12 13:06:57+00:00,I LOVE YOU PRECIOUS KYLE RODOLFO ALCASID #DragRacePHfinale #TeamPreciousPaulaNicole,"['DragRacePHfinale', 'TeamPreciousPaulaNicole']"
marie 🌻,2022-10-12 13:06:32+00:00,"That's my Queen P over there 🥹🥹🥹

#TeamPrecious #PreciousPaulaNicole #TeamPreciousPaulaNicole https://t.co/N33PQaecsf","['TeamPrecious', 'PreciousPaulaNicole', 'TeamPreciousPaulaNicole']"
url,2022-10-12 13:06:00+00:00,"Grabe si PPN! She really stood out on all categories ngayong finals. Well deserved ang crown.

#DragRacePH #TeamPreciousPaulaNicole","['DragRacePH', 'TeamPreciousPaulaNicole']"
mara paula nicole | divoto + tampalpukean 💖✨,2022-10-12 13:05:00+00:00,"that final lipsync song choice is the best  creative decision of the season! ♥️✨👸

#DragRacePH
#DragRacePHfinale
#TeamPreciousPaulaNicole","['DragRacePH', 'DragRacePHfinale', 'TeamPreciousPaulaNicole']"
Zhy Catli,2022-10-12 13:04:57+00:00,Whoaaaaa #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
Lewty,2022-10-12 13:02:13+00:00,"Congratulations to the first ever Drag Race superstar of the Philippines, @PreciousPaulaN!!! #TeamPreciousPaulaNicole #DragRacePH #DragRacePHfinale",
kakaibabe heidi ❤️,2022-10-12 13:01:53+00:00,"My Queen! ❤️
@PreciousPaulaN 

#TeamPreciousPaulaNicole #TeamPrecious https://t.co/ViIGVX8z0y","['TeamPreciousPaulaNicole', 'TeamPrecious']"
kakaibabe heidi ❤️,2022-10-12 13:00:47+00:00,"You're a winner baby! ❤️
@PreciousPaulaN

#TeamPreciousPaulaNicole #TeamPrecious https://t.co/iP7CpFP2Nx","['TeamPreciousPaulaNicole', 'TeamPrecious']"
IASPIS💎,2022-10-12 13:00:43+00:00,"#TeamPreciousPaulaNicole 
TRUE BICOLANA SNATCHED THE FIRST EVER CROWN OF DRAG RACE PH 🧚
Your Performance is not just an act, a story has been told queen. Dacrvvv na dasurnbb mo ang title. 
#DragRacePHfinale https://t.co/xONH14w46K",['TeamPreciousPaulaNicole']
mara paula nicole | divoto + tampalpukean 💖✨,2022-10-12 13:00:04+00:00,"THE PHILIPPINES DESERVED THAT TOP 2 AND THAT FINAL LIPSYNC!!! ♥️✨

didn’t i say i was correct?!

#TeamPreciousPaulaNicole 
#DragRacePH 
#DragRacePHfinale",
kakaibabe nina ❤️,2022-10-12 12:59:15+00:00,"Finally happy that people are starting to appreciate Precious Paula Nicole more this finale. Totoo naman kasi, pasabog niya sa finale! from her runway looks to her performances, lahat pasabog. WALANG TAPON! That's the queen I stan!!! I love her so much!

#TeamPreciousPaulaNicole",
gela | christian viñas brain rot,2022-10-12 12:58:50+00:00,"CONGDRAGULATIONS, @PreciousPaulaN
DASURV SO MUCHHHH 😭💗
#TeamPreciousPaulaNicole #TeamPrecious https://t.co/re2ujgZNVk","['TeamPreciousPaulaNicole', 'TeamPrecious']"
chenelyn,2022-10-12 12:58:37+00:00,1st ph winner Precious Paula Nicole! Congrats PPN! Great artist with a golden heart! #TeamPreciousPaulaNicole https://t.co/UVgieTzGbZ,['TeamPreciousPaulaNicole']
Adrian (ヤニ),2022-10-12 12:58:09+00:00,@katyaspangina Malinis. Pulido. May laman. May puso. Truly the heart of the season. #TeamPreciousPaulaNicole all the way.,['TeamPreciousPaulaNicole']
uLan GF,2022-10-12 12:56:08+00:00,"Condragulations, OUR PRECIOUS @PreciousPaulaN!!! Queen of all hearts You are indeed one precious gem 💖👸🏻
#TeamPreciousPaulaNicole #PreciousPaulaNicole #TeamPrecious #DragRacePH https://t.co/UlxRuc9Uu6",
Pawl 🐾,2022-10-12 12:56:03+00:00,Forever Iconique! @PreciousPaulaN #DragRacePH #TeamPreciousPaulaNicole https://t.co/1Dis4gMCgr,"['DragRacePH', 'TeamPreciousPaulaNicole']"
Jean 🌿#DefendPressFreedom,2022-10-12 12:55:55+00:00,"OMGGGG SUPER DASURVVV

Looks? Ate. 

Lipsyncs? Slayed. 

GO #TeamPreciousPaulaNicole !!!!!!! https://t.co/ZYm9DHSTSN",['TeamPreciousPaulaNicole']
kakaibabe heidi ❤️,2022-10-12 12:55:53+00:00,"Let's continue to inspire and let's continue to love. 
- @PreciousPaulaN Drag Race Superstar 

#TeamPreciousPaulaNicole #TeamPrecious","['TeamPreciousPaulaNicole', 'TeamPrecious']"
Jaig🧸,2022-10-12 12:54:39+00:00,CONGRATS MY LUV!!!!!! @PreciousPaulaN DASURRRRRRRRVVVVVV 🎉💕💕💕  HUHU #TeamPreciousPaulaNicole #DragRacePH,"['TeamPreciousPaulaNicole', 'DragRacePH']"
bry | stuDYING for midterms,2022-10-12 12:53:40+00:00,NAHHH IMMA DEFEND YOU MOTHER you deserve the crown 😭 yes marina ISS SOOO GOOD but guys its the last lipsync performance nag base huehhrhee #TeamPreciousPaulaNicole,
:)),2022-10-12 12:52:51+00:00,MY WINNAAAAAAA HUHUHUH ✨✨✨✨✨✨#TeamPreciousPaulaNicole @PreciousPaulaN https://t.co/UOJ5d2pdeY,['TeamPreciousPaulaNicole']
Judd Antonio,2022-10-12 12:51:54+00:00,"#DragRacePH #TeamPreciousPaulaNicole 

Best Episode yet!!! https://t.co/94mXEPsLba","['DragRacePH', 'TeamPreciousPaulaNicole']"
Cristal 👩🏻‍⚕️👶🏻👧🏽🧒🏻,2022-10-12 12:51:25+00:00,"My top 2 fighting for the crooooown!!! My head thinks it's summer time but my heart feels life is precious. 
#DragRacePH 

Eeeeh yun na nga. Trust your heart. 😍😍😍
#TeamPreciousPaulaNicole 

juswaaaaa!!!",
Gigi O'Hara,2022-10-12 12:51:01+00:00,"We can’t always see where the road leads, but God promises there’s something better up ahead we just have to trust Him. – Psalm 56:3
 Congrats!!  @PreciousPaulaN

#TeamPreciousPaulaNicole
#DragRacePH https://t.co/TenN4Hvl5g",
Jordan,2022-10-12 12:50:43+00:00,"Di pa rin ako makagetover sa #DragRacePHfinale

Sobrang ganda ng lahat ng lipsync battles. Grabeee! I'm #TeamMarinaSummers but I have to say #TeamPreciousPaulaNicole won the final lipsync fair and square.",['DragRacePHfinale']
Markyyy,2022-10-12 12:50:41+00:00,"Congratulations PPN. Omg omg. 💕

#DragRacePH 
#DragRacePHfinale 
#TeamPreciousPaulaNicole https://t.co/YnHpYQXuM9","['DragRacePH', 'DragRacePHfinale', 'TeamPreciousPaulaNicole']"
blue,2022-10-12 12:50:37+00:00,SHE WON OHMYGODDDDDD #TeamPreciousPaulaNicole oHMYGOOOOOODDD,['TeamPreciousPaulaNicole']
bert 🪑,2022-10-12 12:50:36+00:00,@fldmnq #TeamPreciousPaulaNicole  uhmmmmm get her?!??,['TeamPreciousPaulaNicole']
R,2022-10-12 12:50:29+00:00,Precious deserves that win and marina must be the in the all star season!!! #TeamMarinaSummers #DragRacePH #DragRacePHfinale #TeamPreciousPaulaNicole https://t.co/91NKosrPQr,"['TeamMarinaSummers', 'DragRacePH']"
:)),2022-10-12 12:50:14+00:00,SHETTTTTT CONGRATS @PreciousPaulaN HUHUHUHU #TeamPreciousPaulaNicole FTCROWNNNN ✨✨✨✨ #DragRacePH https://t.co/V3uNIlFREK,"['TeamPreciousPaulaNicole', 'DragRacePH']"
Kends,2022-10-12 12:50:13+00:00,So happy to have shared this precious moment with my drag sisters @joserizelle and @elvssszzz Congdragulations to @PreciousPaulaN for being the first #DragRacePH #TeamPrecious #TeamPreciousPaulaNicole https://t.co/W1Fh8oelvl,
glaizaaa,2022-10-12 12:50:10+00:00,Precious is the the real lipsync assassin of the season! she fcking served this finale episode! #TeamPreciousPaulaNicole #DragRacePHfinale,"['TeamPreciousPaulaNicole', 'DragRacePHfinale']"
Precious Pautang Nicole,2022-10-12 12:49:44+00:00,"YES YOUR GIRL IS BACK TO CELEBRATE PRECIOUS PAULA NICOLE'S VICTORY

#DragRacePH 
#TeamPreciousPaulaNicole https://t.co/2vFCCNF6D2","['DragRacePH', 'TeamPreciousPaulaNicole']"
daph 👻,2022-10-12 12:48:56+00:00,"YOU’RE A WINNER BABY! And you won our hearts @PreciousPaulaN ❤️‍🔥 

CONDRAGULATIONS TO YOU QUEEN! You deserve it!!! 

#TeamPreciousPaulaNicole #TeamPrecious #PreciousPaulaNicole https://t.co/NPm4yOg3np",
billie.ೃ࿐ ronance au📌,2022-10-12 12:48:24+00:00,SHOTS NA PUTANGINA YALL DID SO GREAT OMFG DRAG RACE PH S1 SET THE STANDARD #TeamMarinaSummers #TeamEvaLeQueen #TeamPreciousPaulaNicole #DragRacePHfinale,"['TeamMarinaSummers', 'TeamEvaLeQueen']"
coleen,2022-10-12 12:47:13+00:00,"a little kiwig throwback! 🥺CONDRAGULATIONS PRECIOUS PAULA NICOLE MY BELOVED DANI GIRL 2.0 🥹🫶❤️❤️❤️ 

#DragRacePH #TeamPreciousPaulaNicole https://t.co/t9NbWFL4vq",['DragRacePH']
Cristine Reyes,2022-10-12 12:46:50+00:00,I knew it... I felt it from the very start!!! Congratulations @PreciousPaulaN I love you!!! Mabuhay ka. Congratulations too @itsladymorgana Ms. Congeniality #TeamPreciousPaulaNicole #DragRacePH #DragRacePHfinale,
Amere,2022-10-12 12:46:26+00:00,ROOTED FOR THE RIGHT QUEEN FROM THE START!!! #TeamPreciousPaulaNicole https://t.co/KCjitxkWq6,['TeamPreciousPaulaNicole']
◡̈,2022-10-12 12:46:14+00:00,"The best lipsync of the season ung final lip sync nila Marina and Precious. That was so good! 👏

#TeamPreciousPaulaNicole #TeamMarinaSummers #DragRacePH #DragRacePhilippines",
Jakobb of House Targaryen 🐲,2022-10-12 12:45:54+00:00,Congratulations @PreciousPaulaN that lip syncing is unparalleled! So very well deserved! #TeamPreciousPaulaNicole https://t.co/O5mFA1baUR,['TeamPreciousPaulaNicole']
grilledcheese,2022-10-12 12:45:46+00:00,I saw a vlog from Viñas saying Precious is a title holder. I knew she won!!!! 🥲 #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
aji pratama,2022-10-12 12:45:42+00:00,"Watch Drag Race Philippines episode 10 Episode Eng Sub 

» https://t.co/pXcQpaDyQ9

#DragRacePhilippines #DragRacePhilippinesEp10
#DragRacePHfinale #DragRacePH #TeamPrecious #TeamPreciousPaulaNicole #TeamMarinaSummers 
#PreciousPaulaNicole 
#PreciousHeart https://t.co/ynbyNP6mTY",['DragRacePhilippines']
manilennial,2022-10-12 12:45:35+00:00,"PRECIOUS! OMG! I’m happy for my girl! She ate those lipsync performances! Super well deserved! 💕 #TeamPrecious #TeamPreciousPaulaNicole #DragRacePH 
https://t.co/6Tfjs3gl4F",['TeamPrecious']
Art Francis Feliciano,2022-10-12 12:45:32+00:00,I would lie to my self if I don’t admit it that PPN totally won that final lip sync. #DragRacePH #TeamPreciousPaulaNicole,"['DragRacePH', 'TeamPreciousPaulaNicole']"
Nelson,2022-10-12 12:43:53+00:00,"Humility. Talent. Charisma. Mastery. Heart❤️ ❤️❤️

Congratulations Paula Nicole 🎊🎊🎊🎊

#TeamPreciousPaulaNicole",['TeamPreciousPaulaNicole']
🤡,2022-10-12 12:43:12+00:00,"CONDRAGULATIONS PRECIOUS PAULA NICOLE!!!!! YOU REALLY MADE YOUR MAMA PROUD😭💗🫶
#TeamPreciousPaulaNicole #TeamPrecious @PreciousPaulaN @dragraceph https://t.co/2uw8YcpFFs",['TeamPreciousPaulaNicole']
Risabels 🦄,2022-10-12 12:42:26+00:00,Yess!!! #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
𝔫𝔦𝔠𝔬𝔩𝔢⁷ 🐳🌙,2022-10-12 12:42:25+00:00,#TeamPreciousPaulaNicole since day 1 ❤️❤️❤️❤️ dasurbbb 👑👑👑,['TeamPreciousPaulaNicole']
ALISTAIR🦋 #TeamVinasDeLuxe,2022-10-12 12:42:23+00:00,i gots my #TeamPreciousPaulaNicole fit and Honolulu ain’t ready for me! #DragRacePHfinale #DragRacePH #rupaulsdragrace,"['TeamPreciousPaulaNicole', 'DragRacePHfinale', 'DragRacePH', 'rupaulsdragrace']"
Ace Kelvin,2022-10-12 12:41:54+00:00,Finale!!!! OMG! Go #TeamPreciousPaulaNicole #DragRacePH #DragRacePHfinale,"['TeamPreciousPaulaNicole', 'DragRacePH', 'DragRacePHfinale']"
Art Francis Feliciano,2022-10-12 12:40:59+00:00,"@jervijervi Same sis, SAME!! ❤️‍🔥😂😂

#DragRacePH #TeamMarinaSummers #TeamPreciousPaulaNicole https://t.co/EcW7e2g065","['DragRacePH', 'TeamMarinaSummers', 'TeamPreciousPaulaNicole']"
제이,2022-10-12 12:38:54+00:00,"CONGRATULATIONS QUEEN @PreciousPaulaN 🥰

 #TeamPreciousPaulaNicole",['TeamPreciousPaulaNicole']
Telly 🐼,2022-10-12 12:38:35+00:00,"CONDRAGULATIONS, @PreciousPaulaN !! Divine Interventiooooon! 🙌💖💖💖

Puso! Puso! Puso! and yaaz, “LIFE IS PRECIOUS!” ♥️

#TeamPreciousPaulaNicole 
#TeamPrecious
#PreciousHeart https://t.co/62czNK9G0h",
𝙥𝙖𝙪𝙡𝙤𝙞𝙣𝙢𝙖𝙣𝙞𝙡𝙖,2022-10-12 12:38:33+00:00,"Life is #Precious, and so are we.
Let's continue to inspire and let's continue to love. I am @PreciousPaulaN
your Drag Race Superstar! #DragRacePH #DragRacePHfinale #TeamPreciousPaulaNicole 🌈✨️ https://t.co/dxGjwHM2Ct",['Precious']
glaizaaa,2022-10-12 12:38:09+00:00,"Precious Paula Nicole, our hakot awardee!! 1 season, 3 titles

Drag President, Miss Shutacca, and OUR VERY FIRST PINOY DRAG SUPERSTAR!! #TeamPreciousPaulaNicole #DragRacePHfinale https://t.co/zEMiKzXHKN",
A,2022-10-12 12:37:47+00:00,SUPER DESERVEE MY QUEENNNN #TeamPrecious #TeamPreciousPaulaNicole,"['TeamPrecious', 'TeamPreciousPaulaNicole']"
◡̈,2022-10-12 12:36:55+00:00,"Sa Final 2 ball categories, si Precious Paula Nicole rin actually yung stand-out overall for me. Congratulations! 

#DragRacePH #TeamPreciousPaulaNicole #DragRacePhilippines",
Rlou,2022-10-12 12:36:41+00:00,dasurvvvvvv #TeamPreciousPaulaNicole https://t.co/zqpKNZgOAh,['TeamPreciousPaulaNicole']
G L E N S O M E,2022-10-12 12:35:32+00:00,"Lip-sync assassins yung Top 2! 

#DragRacePHfinale 
#TeamPreciousPaulaNicole 
#TeamMarinaSummers","['DragRacePHfinale', 'TeamPreciousPaulaNicole', 'TeamMarinaSummers']"
Sabon 🐘,2022-10-12 12:35:25+00:00,"First Filipino Drag Race Winner!!! Bata mo po ako. Let's go bisexuals! Let's go! Love you, Rodolfo/Precious 💚💚💚 #DragRacePHfinale #TeamPreciousPaulaNicole https://t.co/YQtIAWsUjz",
A thorny Harra 🥀,2022-10-12 12:35:05+00:00,"OKAY PRECIOUS WINNER! BET!!!

#DragRace
#DragRacePH 
#TeamPreciousPaulaNicole","['DragRace', 'DragRacePH', 'TeamPreciousPaulaNicole']"
Ateng Ina,2022-10-12 12:34:45+00:00,Dasurv @PreciousPaulaN !!!!! 🥰🥰🥰 #DragRacePHfinale #TeamPrecious #TeamPreciousPaulaNicole,"['DragRacePHfinale', 'TeamPrecious', 'TeamPreciousPaulaNicole']"
mits #JusticeForChadBooc #JusticeForNewBataan5,2022-10-12 12:34:42+00:00,DAZURB #TeamPreciousPaulaNicole pero also labyu mx Marina Summers 😭🫶 https://t.co/CH181BGMRX,['TeamPreciousPaulaNicole']
Fay #TeamPrecious Tan,2022-10-12 12:34:39+00:00,"Life is precious!!!! Puso Puso at Puso pa rin!!!!!!! You did it, Ma!!! So so proud of you!!!! #TeamPrecious
#PreciousPaulaNicole 
#PreciousHeart 
#TeamPreciousPaulaNicole https://t.co/75keIDkBjj",['TeamPrecious']
Team Precious,2022-10-12 12:34:33+00:00,"Now, if you wanna know what a winner can do with the crown, look no further. ❤️‍🔥

#TeamPrecious
#TeamPreciousPaulaNicole https://t.co/3O1lhcELuz",['TeamPrecious']
ruee,2022-10-12 12:34:32+00:00,"Team Precious mag ingayyyy!!!!!!

#TeamPreciousPaulaNicole 
#Winner https://t.co/9F4Ki0LkI7","['TeamPreciousPaulaNicole', 'Winner']"
bry | stuDYING for midterms,2022-10-12 12:32:45+00:00,deserve sm! #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
shemy,2022-10-12 12:31:51+00:00,Congratulations @PreciousPaulaN . Dasurv na dasurv! #TeamPreciousPaulaNicole #DragRacePH,"['TeamPreciousPaulaNicole', 'DragRacePH']"
nana,2022-10-12 12:31:33+00:00,CONDRAGULATIONS MY LOVEEEE @PreciousPaulaN 😭💗💌 #DragRacePH #DragRacePHfinale #TeamPreciousPaulaNicole https://t.co/UL9WRR5vYQ,"['DragRacePH', 'DragRacePHfinale', 'TeamPreciousPaulaNicole']"
OTEP👑,2022-10-12 12:31:32+00:00,"Condragulations  to the entire cast of #DragRacePH! This season is fire I'm so happy we got to meet these amazing Kweens!!! ❤️❤️❤️🖤#DragRacePHfinale  #dragracephilippines 
#TeamPreciousPaulaNicole 
#TeamMarinaSummers https://t.co/CmQQXJqDlE",['DragRacePH']
alyssa,2022-10-12 12:31:08+00:00,Congratulationssa MY QUEEN 👑👑 @PreciousPaulaN #TeamPrecious #TeamPreciousPaulaNicole #PreciousPaulaNicole https://t.co/vRm8n2XT7l,"['TeamPrecious', 'TeamPreciousPaulaNicole', 'PreciousPaulaNicole']"
#TeamPrecious John Rhobie,2022-10-12 12:31:05+00:00,CONGRATS BABY KO @PreciousPaulaN !!! DONT MIND THE BITTER BITCHES. YOU DESERVE IT. #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
◡̈,2022-10-12 12:30:20+00:00,"Deserving! She has always been a runner-up sa mga previous competition like sa LOL Drag Queendom. I'm happy Precious finally got it!  🥺

#DragRacePH #TeamPreciousPaulaNicole #DragRacePhilippines",
𝑃𝐼𝑁𝐾𝐹𝐼𝑁𝐼𝑇𝐸 𝑠𝑢𝑝𝑒𝑟𝑖𝑜𝑟 🎀🌷🎀,2022-10-12 12:30:09+00:00,LOUDER FOR THE SORE LOSERS! Don’t call yourselves fan of Marina kung ganiyan kayo. #DragRacePhilippines #TeamPreciousPaulaNicole #MarinaForAllStarsVSTheWorld https://t.co/aQ0PuBtx3B,['DragRacePhilippines']
BOSS RODOLFO,2022-10-12 12:29:53+00:00,"We deserve energin!! Shot na! 

#TeamPrecious #TeamPreciousPaulaNicole","['TeamPrecious', 'TeamPreciousPaulaNicole']"
nics. 🛩️,2022-10-12 12:29:50+00:00,CONDRAGULATIONS BOSS RODOLFO. I LOVE YOU!!!!!! #TeamPreciousPaulaNicole 💗💗💗 https://t.co/Y2rrukrzk2,['TeamPreciousPaulaNicole']
Oyen,2022-10-12 12:29:33+00:00,"Like, literally 🪣😭😭 I LOVE YOUUUUU @PreciousPaulaN #TeamPreciousPaulaNicole #DragRacePHfinale https://t.co/pgYy4wk8MC","['TeamPreciousPaulaNicole', 'DragRacePHfinale']"
GABBIE.💖,2022-10-12 12:29:24+00:00,"Congratulations, @PreciousPaulaN !!! This is your time! You finally made it!! #TeamPrecious #TeamPreciousPaulaNicole #PreciousHeart #PreciousPaulaNicole https://t.co/cUrQKfuc3A",['TeamPrecious']
i am,2022-10-12 12:29:23+00:00,My Precious Delicious Ambitious!!! 👑 #TeamPreciousPaulaNicole #DragRacePhilippines #DragRacePHfinale https://t.co/Wyz0UTnc70,"['TeamPreciousPaulaNicole', 'DragRacePhilippines', 'DragRacePHfinale']"
mara paula nicole | divoto + tampalpukean 💖✨,2022-10-12 12:28:21+00:00,"SHE’S A PERFORMER!!!

#DragRacePH
#TeamPreciousPaulaNicole
#PreciousPaulaNicole","['DragRacePH', 'TeamPreciousPaulaNicole', 'PreciousPaulaNicole']"
Marina Bay Sands Singapore Summers,2022-10-12 12:28:02+00:00,"@marinaxsummers IS THE @thegigigoode  OF DRAG RACE PH SEASON 1😭😭😭😭😭

#DragRacePhilippines 
#TeamMarinaSummers 
#TeamPreciousPaulaNicole","['DragRacePhilippines', 'TeamMarinaSummers', 'TeamPreciousPaulaNicole']"
ANGEE,2022-10-12 12:26:07+00:00,"Congrats first-ever winner of Drag Race Philippines!! PPN!! 

#DragRacePHfinale 
#TeamPreciousPaulaNicole https://t.co/CvKfOzBxwm","['DragRacePHfinale', 'TeamPreciousPaulaNicole']"
Aira,2022-10-12 12:25:43+00:00,SABI SAINYO MAY MANANALO NA BICOLANA THIS YEAR!!!!!! Congrats!!! Deserve na deserve!!!! The lipsync is just perfection 💗💗💗💗 #DragRacePhilippines #DragRacePHfinale #TeamPreciousPaulaNicole #TeamPrecious https://t.co/Z7W7vwpzmi,
Ʀ𝖆𝖋𝖋 🦋,2022-10-12 12:25:35+00:00,I TOLD YOU! #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
abo,2022-10-12 12:25:07+00:00,"AAAAAAAA!! CONGRATS PPN 😭🫶🏻 YOU REALLY DESERVE THE CROWN. 💖✨ @PreciousPaulaN #TeamPreciousPaulaNicole
#DragRacePhilippines #DragRacePHfinale https://t.co/5ZFH1Wyr1A",['TeamPreciousPaulaNicole']
mara paula nicole | divoto + tampalpukean 💖✨,2022-10-12 12:25:02+00:00,"100% CORRECT!!! 💯♥️✨

#DragRacePH
#DragRacePhilippines
#TeamPreciousPaulaNicole","['DragRacePH', 'DragRacePhilippines', 'TeamPreciousPaulaNicole']"
anna,2022-10-12 12:24:44+00:00,@PreciousPaulaN SLAYED THAT LIPSYNC! SHE HAS ALWAYS BEEN A LIPSYNC ASSASSIN! DESERVE!!!! 👑#TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
pau | dragtwt 🚀,2022-10-12 12:24:30+00:00,"to all Precious bots 🤍 

#TeamPrecious #TeamPreciousPaulaNicole #DragRacePHfinale #DragRacePH https://t.co/czMPRSkc4P","['TeamPrecious', 'TeamPreciousPaulaNicole', 'DragRacePHfinale', 'DragRacePH']"
marie 🌻,2022-10-12 12:23:29+00:00,"SHE IS A TOP CALIBER PERFORMER. And no doubt that she did win not just because of ""free passes"".

#TeamPrecious #PreciousPaulaNicole #TeamPreciousPaulaNicole https://t.co/7IHJsDzBRg",['TeamPrecious']
lissy,2022-10-12 12:21:59+00:00,i'm both #TeamPreciousPaulaNicole and #TeamMarinaSummers so ang saya ko talaga for them 🥹,"['TeamPreciousPaulaNicole', 'TeamMarinaSummers']"
Oyen,2022-10-12 12:21:42+00:00,MY HEART IS SO HAPPYYYY CRYING BUCKETS!!!! FR FR!!!! Love you smmm @PreciousPaulaN CONDRAGULATIONS to the PH’s first DRPH winner!! #DESERVE !!!!!! #DragRacePhilippines #TeamPreciousPaulaNicole #DragRacePHfinale https://t.co/KDyUFlnncQ,
MIDNIGHTS 🧣,2022-10-12 12:21:33+00:00,my bias won so happy 🫶 #TeamPreciousPaulaNicole #DragRacePhilippines https://t.co/Vad8HXEwnr,"['TeamPreciousPaulaNicole', 'DragRacePhilippines']"
kakaibabe mani ❤️,2022-10-12 12:21:30+00:00,"MAY NANALO NA!! 👑✨

Congratulations to our First Drag Race Philippines Superstar, Precious Paula Nicole!❣️

@PreciousPaulaN #TeamPrecious #TeamPreciousPaulaNicole #DragRacePHfinale #DragRacePH https://t.co/4ZriQRqRXQ",
Marjonway,2022-10-12 12:20:49+00:00,#TeamPreciousPaulaNicole AAAAAAAAAAAAA LOVE YOU!,['TeamPreciousPaulaNicole']
Marlon,2022-10-12 12:20:48+00:00,CONDRAGULATIONS @PreciousPaulaN 🤍 DESERVE NA DESERVE MO ANG CROWN 👑 🇵🇭 #TeamPreciousPaulaNicole #DragRacePh,"['TeamPreciousPaulaNicole', 'DragRacePh']"
